SaleId,fecha_hora,Total,TotalRefound,SaleReturned,Sucursal,Fecha
29,2023-11-03 20:27:59,28,0,False,Arroz 1kg,2023-11-03
30,2023-11-03 03:11:45,55,55,True,Cubiertos desechables 100 pzas,2023-11-03
31,2023-11-03 20:26:31,25,0,False,Bolsa de plástico grande,2023-11-03
32,2023-11-03 19:36:53,18,0,False,Atún en lata,2023-11-03
33,2023-11-03 21:46:14,28,0,False,Servilletas paquete,2023-11-03
34,2023-11-03 11:08:27,12,0,False,Bolsa de plástico chica,2023-11-03
35,2023-11-03 00:23:33,25,0,False,Bolsa de plástico grande,2023-11-03
36,2023-11-03 15:23:36,55,0,False,Cubiertos desechables 100 pzas,2023-11-03
37,2023-11-03 13:25:05,45,0,False,Vasos desechables 50 pzas,2023-11-03
38,2023-11-03 13:32:36,49,0,False,Aceite vegetal 1L,2023-11-03
39,2023-11-03 12:54:59,28,0,False,Arroz 1kg,2023-11-03
40,2023-11-03 12:48:39,10,0,False,Sopa de pasta,2023-11-03
41,2023-11-04 09:47:42,12,0,False,Bolsa de plástico chica,2023-11-04
42,2023-11-04 21:47:51,40,0,False,Platos desechables 50 pzas,2023-11-04
43,2023-11-04 18:36:57,25,0,False,Bolsa de plástico grande,2023-11-04
44,2023-11-04 11:54:09,14,0,False,Jabón barra,2023-11-04
45,2023-11-04 20:22:32,32,0,False,Frijol 1kg,2023-11-04
46,2023-11-04 13:58:05,55,0,False,Cubiertos desechables 100 pzas,2023-11-04
47,2023-11-04 10:09:22,12,0,False,Bolsa de plástico chica,2023-11-04
48,2023-11-04 20:51:22,10,0,False,Sopa de pasta,2023-11-04
49,2023-11-04 12:14:50,12,0,False,Bolsa de plástico chica,2023-11-04
50,2023-11-04 15:39:06,28,0,False,Servilletas paquete,2023-11-04
51,2023-11-04 16:12:35,32,0,False,Frijol 1kg,2023-11-04
52,2023-11-04 22:39:17,28,0,False,Servilletas paquete,2023-11-04
53,2023-11-04 13:04:51,14,0,False,Jabón barra,2023-11-04
54,2023-11-04 13:55:44,12,0,False,Bolsa de plástico chica,2023-11-04
55,2023-11-04 14:15:50,45,0,False,Vasos desechables 50 pzas,2023-11-04
56,2023-11-04 04:48:29,49,0,False,Aceite vegetal 1L,2023-11-04
57,2023-11-04 11:10:55,12,0,False,Bolsa de plástico chica,2023-11-04
58,2023-11-04 11:54:05,26,0,False,Azúcar 1kg,2023-11-04
59,2023-11-04 07:13:24,28,0,False,Arroz 1kg,2023-11-04
60,2023-11-04 12:23:36,45,0,False,Vasos desechables 50 pzas,2023-11-04
61,2023-11-04 03:40:46,14,0,False,Jabón barra,2023-11-04
62,2023-11-04 13:53:44,40,0,False,Platos desechables 50 pzas,2023-11-04
63,2023-11-04 19:09:17,32,0,False,Frijol 1kg,2023-11-04
64,2023-11-04 23:13:47,55,0,False,Cubiertos desechables 100 pzas,2023-11-04
65,2023-11-04 19:39:27,14,0,False,Jabón barra,2023-11-04
66,2023-11-04 17:27:03,18,0,False,Bolsa de plástico mediana,2023-11-04
67,2023-11-04 11:41:00,32,0,False,Frijol 1kg,2023-11-04
68,2023-11-04 06:33:12,45,0,False,Vasos desechables 50 pzas,2023-11-04
69,2023-11-04 11:17:06,49,0,False,Aceite vegetal 1L,2023-11-04
70,2023-11-04 02:33:05,40,40,True,Platos desechables 50 pzas,2023-11-04
71,2023-11-04 21:52:06,55,0,False,Cubiertos desechables 100 pzas,2023-11-04
72,2023-11-04 14:37:14,55,0,False,Cubiertos desechables 100 pzas,2023-11-04
73,2023-11-04 17:00:50,55,0,False,Cubiertos desechables 100 pzas,2023-11-04
74,2023-11-04 02:33:43,45,0,False,Vasos desechables 50 pzas,2023-11-04
75,2023-11-04 17:00:39,25,0,False,Bolsa de plástico grande,2023-11-04
76,2023-11-04 11:38:14,45,0,False,Vasos desechables 50 pzas,2023-11-04
77,2023-11-04 04:42:19,28,0,False,Arroz 1kg,2023-11-04
78,2023-11-04 21:02:59,14,0,False,Jabón barra,2023-11-04
79,2023-11-04 22:36:37,28,0,False,Servilletas paquete,2023-11-04
80,2023-11-04 05:33:10,14,0,False,Jabón barra,2023-11-04
81,2023-11-04 17:04:41,55,0,False,Cubiertos desechables 100 pzas,2023-11-04
82,2023-11-04 01:59:49,18,0,False,Atún en lata,2023-11-04
83,2023-11-04 04:23:06,45,0,False,Vasos desechables 50 pzas,2023-11-04
84,2023-11-04 14:10:48,40,0,False,Platos desechables 50 pzas,2023-11-04
85,2023-11-04 04:51:34,55,0,False,Cubiertos desechables 100 pzas,2023-11-04
86,2023-11-04 23:54:04,32,0,False,Frijol 1kg,2023-11-04
87,2023-11-04 19:23:54,14,0,False,Jabón barra,2023-11-04
88,2023-11-04 06:42:35,28,0,False,Arroz 1kg,2023-11-04
89,2023-11-04 01:49:37,14,0,False,Jabón barra,2023-11-04
90,2023-11-05 03:54:01,45,0,False,Vasos desechables 50 pzas,2023-11-05
91,2023-11-05 03:05:20,32,0,False,Frijol 1kg,2023-11-05
92,2023-11-05 19:37:02,18,0,False,Atún en lata,2023-11-05
93,2023-11-05 03:06:52,12,0,False,Bolsa de plástico chica,2023-11-05
94,2023-11-05 05:48:19,40,0,False,Platos desechables 50 pzas,2023-11-05
95,2023-11-05 16:52:24,25,0,False,Bolsa de plástico grande,2023-11-05
96,2023-11-05 12:33:25,28,0,False,Arroz 1kg,2023-11-05
97,2023-11-05 01:07:23,12,0,False,Bolsa de plástico chica,2023-11-05
98,2023-11-05 15:23:04,12,0,False,Bolsa de plástico chica,2023-11-05
99,2023-11-05 18:52:07,18,0,False,Bolsa de plástico mediana,2023-11-05
100,2023-11-05 13:49:19,45,0,False,Vasos desechables 50 pzas,2023-11-05
101,2023-11-05 11:53:51,14,0,False,Jabón barra,2023-11-05
102,2023-11-05 06:37:37,12,0,False,Bolsa de plástico chica,2023-11-05
103,2023-11-05 14:59:51,18,0,False,Atún en lata,2023-11-05
104,2023-11-05 06:33:39,40,0,False,Platos desechables 50 pzas,2023-11-05
105,2023-11-05 15:54:04,18,0,False,Bolsa de plástico mediana,2023-11-05
106,2023-11-05 09:59:32,55,0,False,Cubiertos desechables 100 pzas,2023-11-05
107,2023-11-05 12:43:01,18,0,False,Atún en lata,2023-11-05
108,2023-11-05 18:52:13,12,0,False,Bolsa de plástico chica,2023-11-05
109,2023-11-05 15:45:48,49,0,False,Aceite vegetal 1L,2023-11-05
110,2023-11-05 10:38:26,32,0,False,Frijol 1kg,2023-11-05
111,2023-11-05 04:42:24,45,0,False,Vasos desechables 50 pzas,2023-11-05
112,2023-11-05 07:37:01,28,0,False,Servilletas paquete,2023-11-05
113,2023-11-05 03:02:08,18,0,False,Atún en lata,2023-11-05
114,2023-11-05 00:52:34,40,0,False,Platos desechables 50 pzas,2023-11-05
115,2023-11-05 12:11:36,14,0,False,Jabón barra,2023-11-05
116,2023-11-05 17:57:22,32,0,False,Frijol 1kg,2023-11-05
117,2023-11-05 14:21:18,28,0,False,Arroz 1kg,2023-11-05
118,2023-11-05 19:22:10,26,0,False,Azúcar 1kg,2023-11-05
119,2023-11-05 12:24:59,18,0,False,Bolsa de plástico mediana,2023-11-05
120,2023-11-05 22:26:14,28,0,False,Servilletas paquete,2023-11-05
121,2023-11-05 18:30:53,25,0,False,Bolsa de plástico grande,2023-11-05
122,2023-11-05 08:01:44,18,0,False,Bolsa de plástico mediana,2023-11-05
123,2023-11-05 22:24:28,18,0,False,Atún en lata,2023-11-05
124,2023-11-05 05:46:06,40,0,False,Platos desechables 50 pzas,2023-11-05
125,2023-11-05 17:41:11,14,0,False,Jabón barra,2023-11-05
126,2023-11-05 13:06:27,32,0,False,Frijol 1kg,2023-11-05
127,2023-11-05 22:33:53,55,0,False,Cubiertos desechables 100 pzas,2023-11-05
128,2023-11-05 16:12:37,55,0,False,Cubiertos desechables 100 pzas,2023-11-05
129,2023-11-05 15:34:00,28,0,False,Arroz 1kg,2023-11-05
130,2023-11-05 07:08:36,49,0,False,Aceite vegetal 1L,2023-11-05
131,2023-11-05 07:23:29,40,0,False,Platos desechables 50 pzas,2023-11-05
132,2023-11-05 04:41:35,18,0,False,Bolsa de plástico mediana,2023-11-05
133,2023-11-05 21:46:19,14,0,False,Jabón barra,2023-11-05
134,2023-11-05 13:21:28,10,0,False,Sopa de pasta,2023-11-05
135,2023-11-05 19:13:51,18,0,False,Bolsa de plástico mediana,2023-11-05
136,2023-11-05 09:43:09,49,0,False,Aceite vegetal 1L,2023-11-05
137,2023-11-05 15:24:43,28,0,False,Arroz 1kg,2023-11-05
138,2023-11-05 20:09:27,26,0,False,Azúcar 1kg,2023-11-05
139,2023-11-05 21:37:28,55,0,False,Cubiertos desechables 100 pzas,2023-11-05
140,2023-11-06 11:37:32,55,0,False,Cubiertos desechables 100 pzas,2023-11-06
141,2023-11-06 12:19:34,25,0,False,Bolsa de plástico grande,2023-11-06
142,2023-11-06 05:22:45,28,0,False,Servilletas paquete,2023-11-06
143,2023-11-06 03:36:03,25,0,False,Bolsa de plástico grande,2023-11-06
144,2023-11-06 01:27:05,32,0,False,Frijol 1kg,2023-11-06
145,2023-11-06 20:02:39,18,0,False,Bolsa de plástico mediana,2023-11-06
146,2023-11-06 13:10:10,25,0,False,Bolsa de plástico grande,2023-11-06
147,2023-11-06 03:36:59,28,0,False,Arroz 1kg,2023-11-06
148,2023-11-06 16:36:24,26,0,False,Azúcar 1kg,2023-11-06
149,2023-11-06 16:02:50,40,0,False,Platos desechables 50 pzas,2023-11-06
150,2023-11-06 16:03:43,45,0,False,Vasos desechables 50 pzas,2023-11-06
151,2023-11-06 18:19:33,40,0,False,Platos desechables 50 pzas,2023-11-06
152,2023-11-06 16:04:31,14,0,False,Jabón barra,2023-11-06
153,2023-11-06 05:04:08,12,0,False,Bolsa de plástico chica,2023-11-06
154,2023-11-06 23:01:30,28,0,False,Arroz 1kg,2023-11-06
155,2023-11-06 03:11:04,25,0,False,Bolsa de plástico grande,2023-11-06
156,2023-11-06 14:05:10,26,0,False,Azúcar 1kg,2023-11-06
157,2023-11-06 00:57:24,10,0,False,Sopa de pasta,2023-11-06
158,2023-11-06 05:08:49,25,0,False,Bolsa de plástico grande,2023-11-06
159,2023-11-06 03:21:12,55,0,False,Cubiertos desechables 100 pzas,2023-11-06
160,2023-11-06 15:42:11,18,0,False,Atún en lata,2023-11-06
161,2023-11-06 03:08:36,28,0,False,Arroz 1kg,2023-11-06
162,2023-11-06 02:39:06,49,0,False,Aceite vegetal 1L,2023-11-06
163,2023-11-06 12:50:51,49,0,False,Aceite vegetal 1L,2023-11-06
164,2023-11-06 04:57:47,10,0,False,Sopa de pasta,2023-11-06
165,2023-11-06 11:56:03,18,0,False,Bolsa de plástico mediana,2023-11-06
166,2023-11-06 00:37:50,18,0,False,Atún en lata,2023-11-06
167,2023-11-06 16:34:32,55,0,False,Cubiertos desechables 100 pzas,2023-11-06
168,2023-11-06 11:57:02,45,0,False,Vasos desechables 50 pzas,2023-11-06
169,2023-11-06 12:46:23,40,0,False,Platos desechables 50 pzas,2023-11-06
170,2023-11-06 01:17:19,40,0,False,Platos desechables 50 pzas,2023-11-06
171,2023-11-06 02:21:58,14,0,False,Jabón barra,2023-11-06
172,2023-11-06 05:18:16,18,0,False,Bolsa de plástico mediana,2023-11-06
173,2023-11-06 15:54:48,10,0,False,Sopa de pasta,2023-11-06
174,2023-11-06 21:48:29,49,0,False,Aceite vegetal 1L,2023-11-06
175,2023-11-06 10:35:35,14,0,False,Jabón barra,2023-11-06
176,2023-11-06 18:14:19,10,0,False,Sopa de pasta,2023-11-06
177,2023-11-06 11:56:16,55,0,False,Cubiertos desechables 100 pzas,2023-11-06
178,2023-11-06 07:41:23,49,0,False,Aceite vegetal 1L,2023-11-06
179,2023-11-06 23:28:50,32,0,False,Frijol 1kg,2023-11-06
180,2023-11-07 16:48:46,32,0,False,Frijol 1kg,2023-11-07
181,2023-11-07 05:01:18,10,0,False,Sopa de pasta,2023-11-07
182,2023-11-07 13:52:24,28,0,False,Arroz 1kg,2023-11-07
183,2023-11-07 16:51:47,55,0,False,Cubiertos desechables 100 pzas,2023-11-07
184,2023-11-07 16:01:21,32,0,False,Frijol 1kg,2023-11-07
185,2023-11-07 09:42:05,45,0,False,Vasos desechables 50 pzas,2023-11-07
186,2023-11-07 01:06:35,26,0,False,Azúcar 1kg,2023-11-07
187,2023-11-07 20:36:47,45,0,False,Vasos desechables 50 pzas,2023-11-07
188,2023-11-07 08:51:59,28,0,False,Servilletas paquete,2023-11-07
189,2023-11-07 21:17:03,14,0,False,Jabón barra,2023-11-07
190,2023-11-07 21:20:13,18,0,False,Atún en lata,2023-11-07
191,2023-11-07 08:37:48,28,0,False,Servilletas paquete,2023-11-07
192,2023-11-07 12:40:43,14,0,False,Jabón barra,2023-11-07
193,2023-11-07 20:08:44,18,0,False,Atún en lata,2023-11-07
194,2023-11-07 12:01:59,18,0,False,Atún en lata,2023-11-07
195,2023-11-07 21:16:07,25,0,False,Bolsa de plástico grande,2023-11-07
196,2023-11-07 12:49:40,45,0,False,Vasos desechables 50 pzas,2023-11-07
197,2023-11-07 20:14:50,14,0,False,Jabón barra,2023-11-07
198,2023-11-07 22:51:25,12,0,False,Bolsa de plástico chica,2023-11-07
199,2023-11-07 05:02:03,18,0,False,Atún en lata,2023-11-07
200,2023-11-07 11:11:59,12,0,False,Bolsa de plástico chica,2023-11-07
201,2023-11-07 12:50:36,28,0,False,Servilletas paquete,2023-11-07
202,2023-11-07 03:26:28,32,0,False,Frijol 1kg,2023-11-07
203,2023-11-07 17:24:58,28,0,False,Arroz 1kg,2023-11-07
204,2023-11-07 08:59:11,32,0,False,Frijol 1kg,2023-11-07
205,2023-11-07 12:45:44,10,0,False,Sopa de pasta,2023-11-07
206,2023-11-07 21:47:22,18,0,False,Atún en lata,2023-11-07
207,2023-11-07 04:56:29,28,0,False,Servilletas paquete,2023-11-07
208,2023-11-07 14:59:17,14,0,False,Jabón barra,2023-11-07
209,2023-11-07 11:10:58,40,0,False,Platos desechables 50 pzas,2023-11-07
210,2023-11-07 01:48:21,12,0,False,Bolsa de plástico chica,2023-11-07
211,2023-11-07 05:42:20,55,0,False,Cubiertos desechables 100 pzas,2023-11-07
212,2023-11-07 23:09:24,18,0,False,Atún en lata,2023-11-07
213,2023-11-07 00:46:43,26,0,False,Azúcar 1kg,2023-11-07
214,2023-11-07 11:20:31,55,0,False,Cubiertos desechables 100 pzas,2023-11-07
215,2023-11-07 13:39:07,18,0,False,Bolsa de plástico mediana,2023-11-07
216,2023-11-07 15:10:34,18,0,False,Atún en lata,2023-11-07
217,2023-11-07 06:55:19,18,0,False,Atún en lata,2023-11-07
218,2023-11-07 11:24:00,18,0,False,Bolsa de plástico mediana,2023-11-07
219,2023-11-07 13:52:23,26,0,False,Azúcar 1kg,2023-11-07
220,2023-11-08 16:59:00,55,0,False,Cubiertos desechables 100 pzas,2023-11-08
221,2023-11-08 16:59:11,14,0,False,Jabón barra,2023-11-08
222,2023-11-08 12:12:28,18,0,False,Atún en lata,2023-11-08
223,2023-11-08 06:50:04,18,0,False,Atún en lata,2023-11-08
224,2023-11-08 03:46:01,45,0,False,Vasos desechables 50 pzas,2023-11-08
225,2023-11-08 07:06:46,45,0,False,Vasos desechables 50 pzas,2023-11-08
226,2023-11-08 01:58:25,45,0,False,Vasos desechables 50 pzas,2023-11-08
227,2023-11-08 02:07:10,55,0,False,Cubiertos desechables 100 pzas,2023-11-08
228,2023-11-08 05:50:08,18,0,False,Atún en lata,2023-11-08
229,2023-11-08 14:27:13,12,0,False,Bolsa de plástico chica,2023-11-08
230,2023-11-08 12:29:29,18,0,False,Atún en lata,2023-11-08
231,2023-11-08 03:44:41,25,0,False,Bolsa de plástico grande,2023-11-08
232,2023-11-08 19:05:29,49,0,False,Aceite vegetal 1L,2023-11-08
233,2023-11-08 16:03:26,18,0,False,Atún en lata,2023-11-08
234,2023-11-08 12:20:53,12,0,False,Bolsa de plástico chica,2023-11-08
235,2023-11-08 15:29:34,32,0,False,Frijol 1kg,2023-11-08
236,2023-11-08 01:26:14,18,0,False,Atún en lata,2023-11-08
237,2023-11-08 08:44:57,14,0,False,Jabón barra,2023-11-08
238,2023-11-08 07:05:45,40,0,False,Platos desechables 50 pzas,2023-11-08
239,2023-11-08 17:39:54,28,0,False,Arroz 1kg,2023-11-08
240,2023-11-08 16:03:07,25,0,False,Bolsa de plástico grande,2023-11-08
241,2023-11-08 00:42:24,12,12,True,Bolsa de plástico chica,2023-11-08
242,2023-11-08 11:33:55,49,0,False,Aceite vegetal 1L,2023-11-08
243,2023-11-08 21:45:20,28,0,False,Arroz 1kg,2023-11-08
244,2023-11-08 09:49:15,14,0,False,Jabón barra,2023-11-08
245,2023-11-08 21:47:38,49,0,False,Aceite vegetal 1L,2023-11-08
246,2023-11-08 13:20:43,32,0,False,Frijol 1kg,2023-11-08
247,2023-11-08 00:05:50,25,0,False,Bolsa de plástico grande,2023-11-08
248,2023-11-08 05:42:06,12,0,False,Bolsa de plástico chica,2023-11-08
249,2023-11-08 22:10:08,10,0,False,Sopa de pasta,2023-11-08
250,2023-11-08 05:51:22,45,0,False,Vasos desechables 50 pzas,2023-11-08
251,2023-11-08 04:33:32,28,0,False,Arroz 1kg,2023-11-08
252,2023-11-08 18:37:29,10,0,False,Sopa de pasta,2023-11-08
253,2023-11-08 06:27:55,26,0,False,Azúcar 1kg,2023-11-08
254,2023-11-08 23:36:37,45,0,False,Vasos desechables 50 pzas,2023-11-08
255,2023-11-08 02:08:27,26,0,False,Azúcar 1kg,2023-11-08
256,2023-11-08 11:17:43,49,0,False,Aceite vegetal 1L,2023-11-08
257,2023-11-08 20:14:03,18,0,False,Atún en lata,2023-11-08
258,2023-11-08 17:58:46,12,0,False,Bolsa de plástico chica,2023-11-08
259,2023-11-08 17:31:37,25,0,False,Bolsa de plástico grande,2023-11-08
260,2023-11-09 12:28:24,55,0,False,Cubiertos desechables 100 pzas,2023-11-09
261,2023-11-09 21:12:37,32,0,False,Frijol 1kg,2023-11-09
262,2023-11-09 18:22:30,45,0,False,Vasos desechables 50 pzas,2023-11-09
263,2023-11-09 07:41:19,49,0,False,Aceite vegetal 1L,2023-11-09
264,2023-11-09 18:21:49,14,0,False,Jabón barra,2023-11-09
265,2023-11-09 20:39:55,10,0,False,Sopa de pasta,2023-11-09
266,2023-11-09 08:36:30,18,0,False,Bolsa de plástico mediana,2023-11-09
267,2023-11-09 23:30:07,12,0,False,Bolsa de plástico chica,2023-11-09
268,2023-11-09 19:49:49,18,0,False,Atún en lata,2023-11-09
269,2023-11-09 10:22:46,49,0,False,Aceite vegetal 1L,2023-11-09
270,2023-11-09 16:47:49,25,0,False,Bolsa de plástico grande,2023-11-09
271,2023-11-09 10:01:55,49,0,False,Aceite vegetal 1L,2023-11-09
272,2023-11-09 17:24:25,14,14,True,Jabón barra,2023-11-09
273,2023-11-09 13:15:12,14,0,False,Jabón barra,2023-11-09
274,2023-11-09 06:11:53,55,0,False,Cubiertos desechables 100 pzas,2023-11-09
275,2023-11-09 01:02:11,14,0,False,Jabón barra,2023-11-09
276,2023-11-09 16:20:55,28,0,False,Arroz 1kg,2023-11-09
277,2023-11-09 14:08:18,25,0,False,Bolsa de plástico grande,2023-11-09
278,2023-11-09 22:20:01,18,0,False,Atún en lata,2023-11-09
279,2023-11-09 10:09:58,14,0,False,Jabón barra,2023-11-09
280,2023-11-09 16:05:25,28,0,False,Servilletas paquete,2023-11-09
281,2023-11-09 22:23:03,28,0,False,Arroz 1kg,2023-11-09
282,2023-11-09 19:28:34,49,0,False,Aceite vegetal 1L,2023-11-09
283,2023-11-09 01:34:51,25,0,False,Bolsa de plástico grande,2023-11-09
284,2023-11-09 00:43:02,14,0,False,Jabón barra,2023-11-09
285,2023-11-09 15:40:54,18,0,False,Bolsa de plástico mediana,2023-11-09
286,2023-11-09 12:41:31,40,0,False,Platos desechables 50 pzas,2023-11-09
287,2023-11-09 15:23:15,28,0,False,Servilletas paquete,2023-11-09
288,2023-11-09 02:31:10,55,0,False,Cubiertos desechables 100 pzas,2023-11-09
289,2023-11-09 11:46:59,49,0,False,Aceite vegetal 1L,2023-11-09
290,2023-11-09 02:52:39,18,0,False,Bolsa de plástico mediana,2023-11-09
291,2023-11-09 11:33:55,49,0,False,Aceite vegetal 1L,2023-11-09
292,2023-11-09 22:52:27,28,0,False,Arroz 1kg,2023-11-09
293,2023-11-09 05:29:03,28,0,False,Servilletas paquete,2023-11-09
294,2023-11-09 08:59:58,25,0,False,Bolsa de plástico grande,2023-11-09
295,2023-11-09 06:59:40,28,0,False,Servilletas paquete,2023-11-09
296,2023-11-09 08:33:58,12,0,False,Bolsa de plástico chica,2023-11-09
297,2023-11-09 07:10:15,40,0,False,Platos desechables 50 pzas,2023-11-09
298,2023-11-09 01:48:51,32,0,False,Frijol 1kg,2023-11-09
299,2023-11-09 20:23:04,12,0,False,Bolsa de plástico chica,2023-11-09
300,2023-11-10 22:21:34,14,0,False,Jabón barra,2023-11-10
301,2023-11-10 14:13:43,12,0,False,Bolsa de plástico chica,2023-11-10
302,2023-11-10 12:39:55,18,0,False,Atún en lata,2023-11-10
303,2023-11-10 17:53:32,45,0,False,Vasos desechables 50 pzas,2023-11-10
304,2023-11-10 17:23:31,25,0,False,Bolsa de plástico grande,2023-11-10
305,2023-11-10 04:21:17,45,0,False,Vasos desechables 50 pzas,2023-11-10
306,2023-11-10 21:20:46,28,0,False,Servilletas paquete,2023-11-10
307,2023-11-10 07:10:16,18,0,False,Atún en lata,2023-11-10
308,2023-11-10 17:37:49,45,0,False,Vasos desechables 50 pzas,2023-11-10
309,2023-11-10 22:16:17,28,0,False,Arroz 1kg,2023-11-10
310,2023-11-10 10:42:51,32,0,False,Frijol 1kg,2023-11-10
311,2023-11-10 03:14:06,18,0,False,Atún en lata,2023-11-10
312,2023-11-10 11:36:36,18,0,False,Bolsa de plástico mediana,2023-11-10
313,2023-11-10 12:55:27,25,0,False,Bolsa de plástico grande,2023-11-10
314,2023-11-10 13:57:05,10,0,False,Sopa de pasta,2023-11-10
315,2023-11-10 06:08:34,49,0,False,Aceite vegetal 1L,2023-11-10
316,2023-11-10 11:48:38,18,0,False,Atún en lata,2023-11-10
317,2023-11-10 11:51:24,28,0,False,Arroz 1kg,2023-11-10
318,2023-11-10 16:14:18,28,0,False,Arroz 1kg,2023-11-10
319,2023-11-10 20:45:39,10,0,False,Sopa de pasta,2023-11-10
320,2023-11-10 04:32:46,55,0,False,Cubiertos desechables 100 pzas,2023-11-10
321,2023-11-10 07:00:32,28,0,False,Servilletas paquete,2023-11-10
322,2023-11-10 17:09:10,55,0,False,Cubiertos desechables 100 pzas,2023-11-10
323,2023-11-10 18:14:25,10,0,False,Sopa de pasta,2023-11-10
324,2023-11-10 20:53:25,28,0,False,Arroz 1kg,2023-11-10
325,2023-11-10 11:56:39,10,0,False,Sopa de pasta,2023-11-10
326,2023-11-10 17:56:10,28,0,False,Arroz 1kg,2023-11-10
327,2023-11-10 21:30:27,18,0,False,Bolsa de plástico mediana,2023-11-10
328,2023-11-10 21:05:21,28,0,False,Arroz 1kg,2023-11-10
329,2023-11-10 19:55:04,32,0,False,Frijol 1kg,2023-11-10
330,2023-11-10 01:57:49,28,0,False,Arroz 1kg,2023-11-10
331,2023-11-10 12:53:57,25,0,False,Bolsa de plástico grande,2023-11-10
332,2023-11-10 04:57:59,55,0,False,Cubiertos desechables 100 pzas,2023-11-10
333,2023-11-10 17:24:44,45,0,False,Vasos desechables 50 pzas,2023-11-10
334,2023-11-10 11:05:45,40,0,False,Platos desechables 50 pzas,2023-11-10
335,2023-11-10 19:47:09,25,0,False,Bolsa de plástico grande,2023-11-10
336,2023-11-10 23:15:27,14,0,False,Jabón barra,2023-11-10
337,2023-11-10 14:05:10,14,0,False,Jabón barra,2023-11-10
338,2023-11-10 19:22:09,18,0,False,Bolsa de plástico mediana,2023-11-10
339,2023-11-10 00:09:37,28,0,False,Servilletas paquete,2023-11-10
340,2023-11-11 06:13:15,10,0,False,Sopa de pasta,2023-11-11
341,2023-11-11 06:18:28,55,0,False,Cubiertos desechables 100 pzas,2023-11-11
342,2023-11-11 03:21:31,55,0,False,Cubiertos desechables 100 pzas,2023-11-11
343,2023-11-11 04:07:39,45,0,False,Vasos desechables 50 pzas,2023-11-11
344,2023-11-11 16:39:56,18,0,False,Bolsa de plástico mediana,2023-11-11
345,2023-11-11 19:04:21,14,0,False,Jabón barra,2023-11-11
346,2023-11-11 03:48:57,28,0,False,Arroz 1kg,2023-11-11
347,2023-11-11 03:06:19,18,18,True,Atún en lata,2023-11-11
348,2023-11-11 09:23:26,26,0,False,Azúcar 1kg,2023-11-11
349,2023-11-11 10:27:38,32,0,False,Frijol 1kg,2023-11-11
350,2023-11-11 02:25:02,45,0,False,Vasos desechables 50 pzas,2023-11-11
351,2023-11-11 10:51:02,25,0,False,Bolsa de plástico grande,2023-11-11
352,2023-11-11 23:24:11,14,0,False,Jabón barra,2023-11-11
353,2023-11-11 04:37:38,32,0,False,Frijol 1kg,2023-11-11
354,2023-11-11 23:39:25,28,0,False,Servilletas paquete,2023-11-11
355,2023-11-11 14:09:51,10,0,False,Sopa de pasta,2023-11-11
356,2023-11-11 23:28:37,28,0,False,Arroz 1kg,2023-11-11
357,2023-11-11 16:38:40,18,0,False,Atún en lata,2023-11-11
358,2023-11-11 20:46:12,32,0,False,Frijol 1kg,2023-11-11
